,text,label,Emotions,Emotions_Label,cluster
131,we have all the proof we need cases are different at the supreme court level as opposed to criminal or monetary civil cases cpps have been harmed by the cdc guidelines it does not have to be you or anyone in particular the violation of civil rights and liberties apply everyone,,"[{'label': 'approval', 'score': 0.538856029510498}]",approval,1
132,well like it or not the covidiots have ensured through their lack of precaution an... ,vaccination,"[{'label': 'realization', 'score': 0.7027566432952881}]",realization,0
133,in scientists are testing on hamsters in vladimir is testing it on his daughter... ,vaccination,"[{'label': 'neutral', 'score': 0.9962536096572876}]",neutral,0
134,the cdc will not change mask guidelines as the delta variant spreads the cdc director says ,masking and distancing,"[{'label': 'neutral', 'score': 0.9394370317459106}]",neutral,1
135,the article said the were following cdc guidelines (which i think are a joke) but i dont leave the house without a mask and hand sanitizer but after my daughter got it i dont want to leave the house ever,masking and distancing,"[{'label': 'amusement', 'score': 0.6736408472061157}]",amusement,1
136,zero data of mixing jampj w/ either pfizer or moderna (one dose or two) yet all these expert blue checks are telling people to do it b/c jampj does not work no data on that either released on if it is even safe most people get turned away due cdc guidelines against it,vaccination,"[{'label': 'neutral', 'score': 0.9398007392883301}]",neutral,1
137, pledged to donate rights to their then urged on by the sold them... ,vaccination,"[{'label': 'approval', 'score': 0.5507960319519043}]",approval,0
138,because the apa conflated addiction with dependence cdc further conflated this in guidelines and training modules for prescribers i read a module the other day referring to cravings during opioid tapers,,"[{'label': 'joy', 'score': 0.7250850200653076}]",joy,1
139,ughgot email for camp next week saying: we are following cdc and state (wa) guidelines goes on to say masks are required at all times for all campers and for caregivers during pick up and drop off regardless of vax status how is this following guidelines i give up,masking and distancing,"[{'label': 'neutral', 'score': 0.8320024609565735}]",neutral,1
140,according to cdc guidelines if theyre all vaccinated masks are not needed and its not a commercial plane,masking and distancing,"[{'label': 'neutral', 'score': 0.9974002838134766}]",neutral,0
141,trump ,vaccination,"[{'label': 'neutral', 'score': 0.9432802200317383}]",neutral,0
142,glad he is deciding to throw a party outdoors instead of inside per cdc guidelines,lockdown,"[{'label': 'joy', 'score': 0.9143136143684387}]",joy,0
143,i see far too many people on the right saying they will take the trump vaccine just to stick it to the left this... ,vaccination,"[{'label': 'neutral', 'score': 0.982994556427002}]",neutral,1
144,a tampa federal judge gave a win to florida and governor ron desantis friday tossing out covid centers for disease control (cdc) cruise ship guidelines which the state of florida argued were effectively banning cruises from running ,lockdown,"[{'label': 'neutral', 'score': 0.9244405031204224}]",neutral,0
145,im double vaccinated as instructed by president biden and advised by mayor adler to not have to wear a mask according to cdc guidelines close your shop if youre worried sincerely a paying customer,vaccination,"[{'label': 'caring', 'score': 0.44037550687789917}]",caring,1
146,from a friends facebook wall ,vaccination,"[{'label': 'neutral', 'score': 0.9967294931411743}]",neutral,0
147,non seulement les tests ne sont pas fiables mais en plus les guidelines du cdc definissent des criteres de positivite covid differents selon quon soit injecte ou non de facon a reduire les positifs post injection,vaccination,"[{'label': 'disapproval', 'score': 0.610252320766449}]",disapproval,0
148,lets ensure that we properly design the endtoend including the local and internationa... ,vaccination,"[{'label': 'neutral', 'score': 0.4807097315788269}]",neutral,0
149,im fine with wearing masks no problem at all as far as im concerned i would never take a risky ass ,masking and distancing,"[{'label': 'approval', 'score': 0.9844042658805847}]",approval,0
150," watch fake or not on flipkart video and win surprise rewards
",vaccination,"[{'label': 'surprise', 'score': 0.6409716010093689}]",surprise,0
151,what the what ,vaccination,"[{'label': 'curiosity', 'score': 0.8681042194366455}]",curiosity,0
152,what will life look like after a covid vaccine is distributed ,vaccination,"[{'label': 'curiosity', 'score': 0.9944509863853455}]",curiosity,0
153,regarding cdc guidelines meeting tomorrow you can attend by webinar or phone you can sign up at this link: ncipcbsc,masking and distancing,"[{'label': 'neutral', 'score': 0.9498605728149414}]",neutral,0
154,using us as guinea pigs will morrison etc get the jab trials are held over years to see if th... ,vaccination,"[{'label': 'neutral', 'score': 0.954218327999115}]",neutral,0
155,ethealthworld | pfizer is on track to be first to find out if its covid vaccine works ,vaccination,"[{'label': 'neutral', 'score': 0.8887141942977905}]",neutral,0
156,with you here % and also i agree with dr feiglding on a lot of stuff including that the relaxed guidelines never ever should have happened the cdc got masks wrong twice now they need to rectify the problem,masking and distancing,"[{'label': 'approval', 'score': 0.9940991401672363}]",approval,1
157,$enzc enzolytics news bio tech merger funding for sars hiv vaccine trials on chimps ,vaccination,"[{'label': 'neutral', 'score': 0.997595489025116}]",neutral,0
158, i have a glycol allergy which is contained in the moderna amp pfizer as peg even the cdc issued a warning for glycol allergies many people with certain health conditions cant get it either i follow cdc covid guidelines: mask distanced avoid people,masking and distancing,"[{'label': 'neutral', 'score': 0.6309396028518677}]",neutral,1
159,picture speaks covid amp california fires whats happening to ,vaccination,"[{'label': 'curiosity', 'score': 0.8675314784049988}]",curiosity,0
160,we hope you can join us tomorrow for in person service at am pst cdc amp sf guidelines will be observed masks will be required we will still have our service virtually we look forward to seeing you ,masking and distancing,"[{'label': 'optimism', 'score': 0.9694409966468811}]",optimism,0
161,feel and see the difference we are excited to again open up our beautiful campus to visitors from all states in accordance with cdc and massachusetts covid guidelines register for your visit: undergrad visit grad visit ,masking and distancing,"[{'label': 'excitement', 'score': 0.8974815011024475}]",excitement,1
162,we are not the world: cdc director sticks to no masks for vaccinated people guidelines in defiance of who ,masking and distancing,"[{'label': 'neutral', 'score': 0.9968309998512268}]",neutral,1
163,i do not consent ,vaccination,"[{'label': 'disapproval', 'score': 0.9406526684761047}]",disapproval,0
164,a child passed out folks per cdc guidelines: opt for an activity that does not require using mouth guards or helmets wearing a mask with these types of protective equipment is not safe if it makes it hard to breathe sparring requires helmet and mouth guard remove masks now,masking and distancing,"[{'label': 'neutral', 'score': 0.9794543385505676}]",neutral,1
165,no matter what your government says you can mask up keep your distance and wash your hands that is what we did/are doing in a stupid state florida where the governor abandoned cdc guidelines early on use your own common sense and keep yourselves safe,masking and distancing,"[{'label': 'annoyance', 'score': 0.4542299211025238}]",annoyance,1
166,and as to why vandy players were not contact tracedncaa and cdc guidelines state within feet for more than consecutive minutes vandy players were not exposed for that length of time on the field,masking and distancing,"[{'label': 'neutral', 'score': 0.8049075603485107}]",neutral,1
167,told me in an interview that the virus will burn itself out by december i am totally keeping my hopes o... ,vaccination,"[{'label': 'optimism', 'score': 0.984247088432312}]",optimism,0
168,this is quite normal i am confident that the trials are being conducted safely said virologist dr shahid jameel... ,vaccination,"[{'label': 'approval', 'score': 0.9749597311019897}]",approval,0
169,how can a political party politicise vaccine sick it should be free but it should not be in political mani... ,vaccination,"[{'label': 'curiosity', 'score': 0.8929712772369385}]",curiosity,0
170,we never removed our mask mandate so im wearing masks *still* in grocery stores our governor (us virgin islands) knew unvaccinated people wouldnt all stay masked up after cdc changed their guidelines ,masking and distancing,"[{'label': 'realization', 'score': 0.850742518901825}]",realization,0
